measure_name,datum,country_id,country_name,first_year,last_year,footnotes,sources
"No. of women aged 15–49 giving birth who have <4 antenatal visits",6700,AL,Albania,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",920,AM,Armenia,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",280,BY,Belarus,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",4000,BA,"Bosnia and Herzegovina",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",2700,BG,Bulgaria,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",640,MK,"North Macedonia",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",1300,MD,"Republic of Moldova",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",840,ME,Montenegro,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",8000,RO,Romania,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",3700,RS,Serbia,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",140000,TR,Turkey,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who have <4 antenatal visits",22000,UA,Ukraine,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",200,AL,Albania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",16,AM,Armenia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",27,BY,Belarus,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",62,BA,"Bosnia and Herzegovina",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",6000,BG,Bulgaria,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",39,MK,"North Macedonia",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",120,MD,"Republic of Moldova",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",11,ME,Montenegro,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",860,RO,Romania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",160,RS,Serbia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",12000,TR,Turkey,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 not receiving the care they need following a major obstetric complication",420,UA,Ukraine,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 who want to avoid pregnancy",280000,AL,Albania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 who want to avoid pregnancy",350000,AM,Armenia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 who want to avoid pregnancy",1400000,BY,Belarus,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
